Date,Open,High,Low,Close,Volume,NASDAQ
2021-06-05,36880.15625,37917.71484,34900.41406,35551.95703,35959473399.0,13814.49023
2021-06-06,35538.60938,36436.42188,35304.57813,35862.37891,28913440585.0,13814.49023
2021-06-07,35835.26563,36790.57031,33480.64063,33560.70703,33683936663.0,13881.71973
2021-06-08,33589.51953,34017.38672,31114.44336,33472.63281,49902050442.0,13924.91016
2021-06-09,33416.97656,37537.37109,32475.86523,37345.12109,53972919008.0,13911.75
2021-06-10,37389.51563,38334.32422,35847.59375,36702.59766,43576032854.0,14020.33008
2021-06-11,36697.03125,37608.69531,36044.44922,37334.39844,38699736985.0,14069.41992
2021-06-12,37340.14453,37408.92578,34728.19141,35552.51563,37924228550.0,14069.41992
2021-06-13,35555.78906,39322.78125,34864.10938,39097.85938,40669112838.0,14069.41992
2021-06-14,39016.96875,40978.36328,38757.28516,40218.47656,43148914673.0,14174.13965
2021-06-15,40427.16797,41295.26953,39609.46875,40406.26953,46420149185.0,14072.86035
2021-06-16,40168.69141,40516.77734,38176.03516,38347.0625,39211635100.0,14039.67969
2021-06-17,38341.42188,39513.67188,37439.67578,38053.50391,37096670047.0,14161.34961
2021-06-18,38099.47656,38187.26172,35255.85547,35787.24609,36200887275.0,14030.37988
2021-06-19,35854.52734,36457.79688,34933.0625,35615.87109,31207279719.0,14030.37988
2021-06-20,35563.14063,36059.48438,33432.07422,35698.29688,36664034054.0,14030.37988
2021-06-21,35641.14453,35721.64063,31295.93555,31676.69336,52809038594.0,14141.48047
2021-06-22,31622.37695,33292.45313,28893.62109,32505.66016,58964353058.0,14253.26953
2021-06-23,32515.71484,34753.41016,31772.63281,33723.02734,46317108925.0,14271.73047
2021-06-24,33682.80078,35228.85156,32385.21484,34662.4375,33123368116.0,14369.70996
2021-06-25,34659.10547,35487.24609,31350.88477,31637.7793,40230904226.0,14360.38965
